BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,MORTDUE_missing_values_flag,VALUE_missing_values_flag,REASON_missing_values_flag,JOB_missing_values_flag,YOJ_missing_values_flag,DEROG_missing_values_flag,DELINQ_missing_values_flag,CLAGE_missing_values_flag,NINQ_missing_values_flag,CLNO_missing_values_flag,DEBTINC_missing_values_flag
1,3100.0,39589.0,36100.0,HomeImp,Other,1.5,0.0,0.0,153.16666667,1.0,14.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,3100.0,65019.0,70400.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,True,False,True,True,True,True,True,True,True,True,True
0,3200.0,67848.0,74566.0,HomeImp,Mgr,10.0,0.0,0.0,206.42660206,0.0,25.0,40.115677278,False,False,False,False,False,True,False,False,False,False,False
1,3200.0,48603.0,61000.0,HomeImp,ProfExe,28.0,0.0,0.0,122.03333333,1.0,25.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,3200.0,27200.0,40834.0,HomeImp,Other,7.0,0.0,0.0,298.13156403,0.0,7.0,35.553538789,False,False,False,False,True,False,False,False,False,False,False
1,3200.0,54000.0,64850.0,HomeImp,Other,1.0,0.0,0.0,121.86666667,3.0,21.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,3200.0,74864.0,87266.0,HomeImp,ProfExe,7.0,0.0,0.0,250.63126922,0.0,12.0,42.909997351,False,False,False,False,False,False,False,False,False,False,False
1,3200.0,23159.0,89235.5,HomeImp,Mgr,20.0,0.0,0.0,117.80574784,0.0,9.0,14.345367488000003,False,True,False,False,False,True,False,False,False,False,False
1,3300.0,126541.0,134527.0,HomeImp,Sales,9.0,0.0,0.0,139.0,0.0,36.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,3300.0,130518.0,164317.0,DebtCon,Other,9.0,0.0,0.0,192.28914897,0.0,33.0,35.73055919,False,False,False,False,False,False,False,False,False,False,False
1,3400.0,37000.0,52000.0,HomeImp,Office,2.0,0.0,0.0,183.29991561,0.0,6.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,3500.0,23200.0,38666.0,HomeImp,Other,11.0,0.0,0.0,162.36666667,0.0,14.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,3500.0,19400.0,20494.0,HomeImp,Other,5.0,0.0,0.0,95.933333333,0.0,9.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,3600.0,61584.0,61800.0,HomeImp,ProfExe,10.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,False,False,False,False,False,True,True,True,True,True,True
1,3600.0,41900.0,52490.0,HomeImp,Mgr,3.0,0.0,0.0,72.033333333,2.0,4.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,3600.0,83700.0,111800.0,HomeImp,ProfExe,6.0,0.0,0.0,192.73333333,1.0,28.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,3600.0,61327.0,76484.0,HomeImp,Mgr,9.0,0.0,0.0,202.51077515,0.0,25.0,41.516389699,False,False,False,False,False,True,False,False,False,False,False
0,3600.0,100693.0,114743.0,HomeImp,Office,6.0,0.0,0.0,88.470452135,0.0,14.0,29.393543382,False,False,False,False,False,False,False,False,False,False,False
1,3600.0,48507.0,61000.0,DebtCon,Office,13.0,0.0,0.0,97.4,0.0,17.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,3600.0,52337.0,63989.0,HomeImp,Office,20.0,0.0,0.0,204.27249884,0.0,20.0,20.470915508,False,False,False,False,False,False,False,False,False,False,False
1,3700.0,17857.0,21144.0,HomeImp,Other,5.0,0.0,0.0,129.71732313,1.0,9.0,26.634347518,False,False,False,False,False,False,False,False,False,False,False
1,3800.0,19135.0,97692.0,HomeImp,Mgr,1.6,0.0,0.0,252.63333333,1.0,25.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,3800.0,51180.0,63459.0,HomeImp,Office,20.0,0.0,0.0,203.75153358,0.0,20.0,20.067042051,False,False,False,False,False,False,False,False,False,False,False
0,3800.0,65019.0,73189.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,22.253949156,True,False,True,True,True,True,True,True,True,True,False
0,3800.0,11543.0,46045.0,HomeImp,Self,7.0,0.0,0.0,204.64799167,0.0,11.0,42.173165882,False,False,False,False,True,False,False,False,False,False,False
1,3900.0,29896.0,45960.0,HomeImp,Other,11.0,0.0,0.0,146.12324219,0.0,14.0,24.478881191,False,False,False,False,False,False,False,False,False,False,False
1,3900.0,14500.0,22092.0,HomeImp,Other,3.5,0.0,0.0,150.3,5.0,8.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,3900.0,52825.0,63000.0,DebtCon,ProfExe,8.0,0.0,0.0,171.66666667,1.0,31.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,3900.0,102143.0,118742.0,HomeImp,Office,2.0,0.0,0.0,85.277365579,0.0,13.0,29.343921089,False,False,False,False,False,False,False,False,False,False,False
1,3900.0,21200.0,39000.0,DebtCon,Mgr,4.0,0.0,0.0,86.566666667,2.0,14.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4000.0,105164.0,112774.0,HomeImp,Office,1.0,0.0,0.0,94.724874167,0.0,13.0,29.390928055,False,False,False,False,False,False,False,False,False,False,False
0,4000.0,54543.0,61777.0,HomeImp,Office,21.0,0.0,0.0,205.58668003,0.0,19.0,21.806563464,False,False,False,False,False,False,False,False,False,False,False
1,4000.0,65019.0,80609.0,HomeImp,Other,1.5,0.0,0.0,126.53333333,3.0,12.0,34.818261819,True,False,False,False,False,False,False,False,False,False,True
1,4000.0,26572.0,31960.0,HomeImp,Office,11.0,0.0,0.0,117.79510387,0.0,8.0,41.286491948,False,False,False,False,False,False,False,False,False,False,False
1,4000.0,17000.0,52012.0,HomeImp,ProfExe,22.0,0.0,0.0,85.333333333,1.0,9.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,4000.0,29562.0,37200.0,DebtCon,Other,6.0,0.0,0.0,92.133333333,1.0,26.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,4000.0,41700.0,76725.0,HomeImp,Other,0.5,0.0,0.0,136.13333333,0.0,15.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,4000.0,58000.0,69440.0,HomeImp,Other,3.5,0.0,0.0,168.66666667,0.0,18.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,4000.0,5700.0,18000.0,DebtCon,Other,7.0,0.0,0.0,12.2,0.0,17.0,34.818261819,False,False,False,False,True,False,False,False,False,False,True
1,4000.0,45000.0,58350.0,HomeImp,Mgr,3.5,0.0,0.0,162.0,3.0,16.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,4000.0,7000.0,16020.0,HomeImp,Other,18.0,0.0,0.0,85.8,2.0,23.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4000.0,66000.0,79050.0,HomeImp,Other,1.8,0.0,0.0,279.0,1.0,6.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4000.0,65019.0,45760.0,HomeImp,Other,0.0,0.0,0.0,173.46666667,0.0,0.0,34.818261819,True,False,False,True,False,False,False,True,False,False,True
0,4000.0,62000.0,78000.0,HomeImp,Other,4.0,0.0,0.0,109.56666667,0.0,15.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4000.0,64240.0,63990.0,HomeImp,Sales,5.0,0.0,0.0,160.3,1.0,23.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,4000.0,74000.0,93000.0,HomeImp,ProfExe,2.6,0.0,0.0,186.63333333,1.0,9.0,34.818261819,False,False,False,False,False,False,False,False,True,False,True
1,4000.0,55000.0,59000.0,DebtCon,Other,12.0,0.0,0.0,146.1,0.0,22.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4000.0,67625.0,80698.0,HomeImp,Mgr,11.0,0.0,0.0,212.34930388,0.0,25.0,39.128717628,False,False,False,False,False,True,False,False,False,False,False
0,4000.0,67533.0,71865.0,HomeImp,Mgr,10.0,0.0,0.0,227.79298841,0.0,25.0,39.166328703,False,False,False,False,False,True,False,False,False,False,False
1,4100.0,65019.0,19132.0,HomeImp,Other,0.0,0.0,0.0,100.77465221,0.0,19.0,33.840919904,True,False,False,False,False,False,False,False,False,False,False
1,4100.0,58500.0,65000.0,HomeImp,Other,8.0,0.0,0.0,63.933333333,2.0,15.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4100.0,57992.0,63797.0,DebtCon,ProfExe,7.0,0.0,0.0,165.50503695,1.0,31.0,22.27817437,False,False,False,False,False,False,False,False,False,False,False
0,4200.0,56544.0,59218.0,HomeImp,Office,19.0,0.0,0.0,211.00259912,1.0,20.0,19.027704425,False,False,False,False,False,False,False,False,False,False,False
1,4200.0,34800.0,50225.0,HomeImp,Other,2.0,0.0,0.0,93.5,1.0,5.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4200.0,67700.0,77000.0,DebtCon,Sales,4.0,0.0,0.0,128.83333333,0.0,31.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4200.0,44000.0,55085.0,DebtCon,Other,6.0,0.0,0.0,75.433333333,1.0,16.0,34.818261819,False,False,False,True,False,True,False,False,True,False,True
0,4200.0,66272.0,82953.0,HomeImp,Other,3.0,0.0,0.0,110.27866259,0.0,15.0,43.450587911,False,False,False,False,False,False,False,False,False,False,False
0,4200.0,50216.0,58541.0,HomeImp,Office,19.0,0.0,0.0,209.87130224,0.0,19.0,20.20803267,False,False,False,False,False,False,False,False,False,False,False
0,4300.0,71206.0,78698.0,DebtCon,Sales,3.0,0.0,0.0,129.93286902,0.0,31.0,34.181376516,False,False,False,False,False,False,False,False,False,False,False
0,4300.0,68815.0,79852.0,HomeImp,Other,6.0,0.0,0.0,105.12070881,0.0,14.0,41.806376152,False,False,False,False,False,False,False,False,False,False,False
0,4300.0,72021.0,80027.0,HomeImp,Other,2.0,0.0,0.0,263.97030029,0.0,5.0,36.432093937,False,False,False,False,False,False,False,False,False,False,False
0,4400.0,53969.0,63869.0,DebtCon,ProfExe,7.0,0.0,0.0,162.39001067,0.0,30.0,23.581079239,False,False,False,False,False,False,False,False,False,False,False
0,4400.0,65019.0,60250.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,True,False,True,True,True,True,True,True,True,True,True
1,4400.0,53091.0,64074.0,DebtCon,Office,14.0,0.0,0.0,89.86105825,0.0,17.0,39.158084834,False,False,False,False,False,False,False,False,False,False,False
0,4500.0,66127.0,79087.0,HomeImp,Other,4.0,0.0,0.0,81.349065098,0.0,15.0,40.70530876,False,False,False,False,False,False,False,False,False,False,False
0,4500.0,65019.0,77182.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,25.227252904,True,False,True,True,True,True,True,True,True,True,False
1,4500.0,39000.0,66000.0,HomeImp,Other,1.0,0.0,0.0,170.36666667,1.0,19.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4500.0,71082.0,79247.0,HomeImp,Other,4.0,0.0,0.0,118.76041007,0.0,14.0,41.421110521,False,False,False,False,False,False,False,False,False,False,False
0,4500.0,65019.0,49044.0,HomeImp,Other,0.0,0.0,0.0,173.46666667,0.0,0.0,14.345367488000003,True,False,False,True,False,False,False,True,False,False,False
1,4500.0,57000.0,89235.5,HomeImp,Other,5.0,0.0,0.0,222.6,1.0,13.0,34.818261819,False,True,False,False,False,True,True,False,False,False,True
1,4500.0,34184.0,46000.0,HomeImp,Mgr,3.5,0.0,0.0,122.6,2.0,22.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,4500.0,66517.0,87000.0,DebtCon,ProfExe,10.0,0.0,0.0,125.8,0.0,34.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4500.0,45500.0,50000.0,HomeImp,Other,6.0,0.0,0.0,86.166666667,0.0,18.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,4500.0,118000.0,146870.0,HomeImp,ProfExe,4.5,0.0,0.0,203.86666667,1.0,20.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,4500.0,90000.0,105800.0,HomeImp,Other,6.0,0.0,0.0,80.1,3.0,10.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4700.0,67913.0,97205.0,DebtCon,Mgr,2.0,0.0,0.0,142.82439151,0.0,24.0,35.226997192,False,False,True,False,False,False,False,False,False,False,False
0,4700.0,71855.0,88566.0,HomeImp,Other,2.0,0.0,0.0,283.95953809,0.0,5.0,36.475473283,False,False,False,False,False,False,False,False,False,False,False
0,4700.0,53918.0,59511.0,DebtCon,Other,6.0,0.0,0.0,54.13647743,1.0,15.0,34.416507811,False,False,False,True,False,True,False,False,True,False,False
1,4700.0,49100.0,58238.0,HomeImp,ProfExe,0.1,0.0,0.0,61.8,2.0,17.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4700.0,88026.0,115506.0,HomeImp,ProfExe,6.0,0.0,0.0,182.24833156,0.0,27.0,29.20902258,False,False,False,False,False,False,False,False,False,False,False
1,4700.0,26900.0,45000.0,HomeImp,ProfExe,9.0,0.0,0.0,90.466666667,1.0,16.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4800.0,67317.0,97191.0,DebtCon,Mgr,3.0,0.0,0.0,137.31972481,0.0,23.0,34.275293777,False,False,True,False,False,False,False,False,False,False,False
0,4800.0,56067.0,63102.0,DebtCon,ProfExe,9.0,0.0,0.0,160.14631128,1.0,30.0,21.583760121,False,False,False,False,False,False,False,False,False,False,False
0,4800.0,80482.0,88342.0,HomeImp,ProfExe,7.0,0.0,0.0,275.03239483,0.0,11.0,43.717635112,False,False,False,False,False,False,False,False,False,False,False
0,4900.0,58688.0,63348.0,DebtCon,ProfExe,9.0,0.0,0.0,179.16257471,2.0,31.0,22.544392837,False,False,False,False,False,False,False,False,False,False,False
0,4900.0,65873.0,90408.0,DebtCon,Mgr,2.0,0.0,0.0,141.85899895,0.0,23.0,37.76961861,False,False,True,False,False,False,False,False,False,False,False
1,4900.0,25597.0,23031.0,HomeImp,Other,5.0,0.0,0.0,101.74676644,0.0,8.0,33.243156978,False,False,False,False,False,False,False,False,False,False,False
0,4900.0,67794.0,84630.0,HomeImp,Other,4.0,0.0,0.0,112.57341888,0.0,15.0,41.673996362,False,False,False,False,False,False,False,False,False,False,False
1,4900.0,44000.0,59745.0,HomeImp,Other,10.0,0.0,0.0,81.5,3.0,13.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,4900.0,65019.0,28437.5,HomeImp,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,True,False,False,True,True,True,True,True,True,True,True
0,4900.0,159306.0,200447.375,DebtCon,Sales,7.0,0.0,0.0,131.93333333,0.0,22.0,34.818261819,False,False,False,False,True,False,False,False,False,False,True
1,4900.0,65576.0,65774.0,HomeImp,Other,6.0,0.0,0.0,61.64250608,1.0,14.0,40.590910018,False,False,False,False,False,False,False,False,False,False,False
0,4900.0,57461.0,68494.0,DebtCon,ProfExe,8.0,0.0,0.0,183.63561323,0.0,30.0,22.795423552,False,False,False,False,False,False,False,False,False,False,False
0,4900.0,65019.0,69706.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,33.705587738,True,False,True,True,True,True,True,True,True,True,False
0,5000.0,65019.0,34846.0,HomeImp,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,33.354652626,True,False,False,True,True,True,True,True,True,True,False
0,5000.0,47479.0,61690.0,DebtCon,Other,5.0,0.0,0.0,65.032969007,1.0,16.0,36.699414922,False,False,False,True,False,True,False,False,True,False,False
0,5000.0,66839.0,87168.0,HomeImp,Other,4.0,0.0,0.0,122.59722258,0.0,15.0,40.616779346,False,False,False,False,False,False,False,False,False,False,False
0,5000.0,12457.0,53448.0,HomeImp,Self,7.0,0.0,0.0,207.14348133,0.0,12.0,44.107951691,False,False,False,False,True,False,False,False,False,False,False
0,5000.0,90059.0,113714.0,HomeImp,ProfExe,7.0,0.0,0.0,193.63644686,0.0,28.0,25.897316482,False,False,False,False,False,False,False,False,False,False,False
1,5000.0,22320.0,34900.0,HomeImp,Other,10.0,0.0,0.0,65.7,1.0,5.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,5000.0,40000.0,70500.0,HomeImp,Mgr,0.4,0.0,0.0,61.766666667,2.0,8.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,5000.0,100882.0,102700.0,HomeImp,Mgr,5.0,0.0,0.0,58.866666667,0.0,16.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,5000.0,31000.0,47350.0,HomeImp,ProfExe,12.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,False,False,False,False,False,True,True,True,True,True,True
1,5000.0,63125.0,126500.0,HomeImp,Office,3.0,0.0,0.0,100.3,0.0,14.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,5000.0,100000.0,129693.5,HomeImp,Mgr,13.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,False,False,False,False,False,True,True,True,True,True,True
1,5000.0,65019.0,132000.0,HomeImp,Other,17.5,0.0,0.0,121.9,0.0,14.0,34.818261819,True,False,False,False,False,False,False,False,False,False,True
1,5000.0,65019.0,9100.0,HomeImp,Other,1.0,0.0,0.0,54.733333333,2.0,8.0,34.818261819,True,False,False,False,False,False,False,False,False,False,True
1,5000.0,34200.0,50830.0,HomeImp,Other,6.0,0.0,0.0,57.0,1.0,9.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,5000.0,65019.0,71277.0,HomeImp,Other,10.0,0.0,0.0,72.433333333,1.0,12.0,34.818261819,True,False,False,False,False,False,False,False,False,False,True
1,5000.0,123000.0,157500.0,HomeImp,Mgr,9.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,False,False,False,False,False,True,True,True,True,True,True
1,5000.0,16600.0,25250.0,HomeImp,Other,6.0,0.0,0.0,88.7,1.0,3.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,5000.0,65019.0,52000.0,HomeImp,Other,7.0,0.0,0.0,285.33333333,0.0,6.0,34.818261819,True,False,False,False,True,False,False,False,False,False,True
1,5000.0,22700.0,34225.0,HomeImp,Other,4.0,0.0,0.0,74.633333333,3.0,9.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,5000.0,6000.0,38575.0,HomeImp,Self,7.0,0.0,0.0,335.03333333,3.0,42.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
1,5000.0,65019.0,74500.0,HomeImp,Other,19.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,True,False,False,False,False,True,True,True,True,True,True
1,5000.0,65019.0,94119.0,HomeImp,Other,19.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,True,False,False,False,False,True,True,True,True,True,True
0,5000.0,73126.0,87500.0,DebtCon,Other,1.0,0.0,0.0,125.96666667,2.0,10.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
0,5000.0,72517.0,86250.0,DebtCon,Mgr,19.0,0.0,0.0,300.36666667,1.0,24.0,34.818261819,False,False,False,False,False,False,False,False,False,False,True
